MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,PIONEEREMB,PIONEER EMBROIDERIES LTD,        52.00,        50.40,        53.00,        50.40,        52.35,                  1047593.45,20039,N, ,228,        79.70,        37.00
N,EQ,PITTIENG,PITTI ENGINEERING LIMITED,       222.00,       222.00,       236.00,       221.65,       231.40,                 34782807.15,151788,N, ,4202,       299.00,        53.05
N,EQ,PLASTIBLEN,PLASTIBLENDS INDIA LTD,       209.05,       212.00,       217.25,       210.00,       211.30,                  1997866.75,9383,N, ,462,       306.00,       205.20
N,EQ,PNBGILTS,PNB GILTS LIMITED,        62.60,        63.00,        64.45,        62.75,        62.95,                  9013114.25,142137,N, ,2157,        94.65,        46.50
N,EQ,PNBHOUSING,PNB HOUSING FIN LTD.,       401.00,       406.00,       413.90,       400.00,       403.55,                101105780.55,247416,N, ,6587,       925.00,       350.00
N,EQ,PNC,PRITISH NANDY COMMUNICATI,        47.70,        47.70,        51.90,        47.70,        49.45,                  1274653.50,25495,N, ,559,        72.00,        16.55
N,EQ,PNCINFRA,PNC INFRATECH LTD.,       244.85,       249.65,       278.00,       247.25,       272.90,                777633442.70,2892135,N, ,58565,       395.90,       217.20
N,EQ,PODDARHOUS,PODDAR HOUSE & DVPT LTD,       219.75,       238.30,       238.30,       217.85,       223.45,                   629875.05,2798,N, ,204,       313.00,       141.75
N,EQ,PODDARMENT,PODDAR PIGMENTS LIMITED,       285.85,       287.90,       292.05,       284.95,       285.15,                  1043432.70,3631,N, ,280,       433.85,       183.80
N,EQ,POKARNA,POKARNA LIMITED,       690.75,       728.00,       730.00,       695.55,       708.20,                 38463485.60,54552,N, ,2435,       840.55,       178.00
N,EQ,POLICYBZR,PB FINTECH LIMITED,       686.90,       690.00,       703.60,       670.00,       676.35,                374708049.60,547472,N, ,36323,      1470.00,       664.55
N,EQ,POLYCAB,POLYCAB INDIA LIMITED,      2373.60,      2388.00,      2417.40,      2379.35,      2384.65,                432784924.20,180733,N, ,10882,      2771.75,      1126.10
N,EQ,POLYMED,POLY MEDICURE LIMITED,       707.05,       702.05,       749.50,       700.15,       744.45,                 57498452.50,78945,N, ,7576,      1165.00,       672.85
N,EQ,POLYPLEX,POLYPLEX CORPORATION LTD,      1872.60,      1885.60,      1938.95,      1885.60,      1913.00,                186680229.55,97186,N, ,10745,      2149.90,       765.55
N,EQ,PONNIERODE,PONNIE SUGARS (ERODE) LTD,       223.25,       235.40,       235.40,       222.95,       225.10,                  3646505.65,15977,N, ,538,       380.00,       136.20
N,EQ,POONAWALLA,POONAWALLA FINCORP LTD,       235.95,       238.45,       245.95,       238.30,       238.95,                374851766.05,1547211,N, ,14548,       302.90,       101.55
N,EQ,POWERINDIA,HITACHI ENERGY INDIA LTD,      3172.20,      3196.00,      3342.00,      3172.25,      3201.80,                315041925.35,96448,N, ,15325,      3430.00,      1265.30
N,EQ,POWERMECH,POWER MECH PROJECTS LTD.,       858.30,       850.00,       904.90,       850.00,       899.15,                 19857132.05,22360,N, ,2092,      1095.00,       501.35
N,EQ,PPAP,PPAP AUTOMOTIVE LIMITED,       200.95,       203.00,       207.70,       202.15,       203.20,                   659924.45,3214,N, ,219,       339.40,       173.65
N,EQ,PPL,PRAKASH PIPES LIMITED,       156.35,       159.60,       161.75,       157.25,       159.20,                 15061210.25,94270,N, ,2390,       194.70,       111.00
N,EQ,PRAJIND,PRAJ INDUSTRIES LTD,       326.10,       336.90,       355.00,       334.45,       350.50,                373937972.00,1082280,N, ,32265,       448.00,       135.20
