S No.,Reco Full,Reco Datetime,Reco Provider,Reco For,Symbol,Target Price,Action,Buy Date,Buy Price,Sell Date,Sell Price,Status
1151,Buy Shree Cement; target of Rs 31000: ICICI Direct ,2021-02-05 19:11:00,ICICI Direct,Shree Cement,SHREECEM,31000.0,Buy,2021-02-08,26907.15,2021-04-08,32048.0,Complete
1152,Buy Sudarshan Chemical; target of Rs 605: ICICI Direct ,2021-02-05 19:11:00,ICICI Direct,Sudarshan Chemical,SUDARSCHEM,605.0,Buy,2021-02-08,504.5,2021-04-27,662.55,Complete
1153,Buy Sun Pharmaceutical Industries; target of Rs 675: ICICI Direct ,2021-02-05 19:11:00,ICICI Direct,Sun Pharmaceutical Industries,SUNPHARMA,675.0,Buy,2021-02-08,640.9,2021-05-05,687.9,Complete
1154,Buy Supreme Industries; target of Rs 2010: ICICI Direct ,2021-02-05 19:11:00,ICICI Direct,Supreme Industries,SUPREMEIND,2010.0,Buy,2021-02-08,1942.0,2021-02-22,2039.0,Complete
1155,Buy Tata Consumer Products; target of Rs 700: ICICI Direct ,2021-02-05 19:10:00,ICICI Direct,Tata Consumer Products,TATACONSUM,700.0,Buy,2021-02-08,595.0,2021-06-07,707.0,Complete
1156,Buy Tata Motors; target of Rs 301: ICICI Direct ,2021-02-05 19:10:00,ICICI Direct,Tata Motors,TATAMTRDVR,301.0,Buy,2021-02-08,127.4,,,Open
1157,Buy Team Lease; target of Rs 3290: ICICI Direct ,2021-02-05 19:10:00,ICICI Direct,Team Lease,TEAMLEASE,3290.0,Buy,,,,,Not Attempted
1158,Buy Zydus Wellness; target of Rs 2500: ICICI Direct ,2021-02-05 19:10:00,ICICI Direct,Zydus Wellness,ZYDUSWELL,2500.0,Buy,2021-02-08,1883.0,,,Open
1159,Buy United Spirits; target of Rs 710: ICICI Direct ,2021-02-05 19:09:00,ICICI Direct,United Spirits,MCDOWELL-N,710.0,Buy,2021-02-08,582.0,2021-08-18,728.8,Complete
1160,Buy United Breweries; target of Rs 1490: ICICI Direct ,2021-02-05 19:09:00,ICICI Direct,United Breweries,UBL,1490.0,Buy,2021-02-08,1280.9,2021-06-23,1498.95,Complete
1161,Buy Tech Mahindra; target of Rs 1120: ICICI Direct ,2021-02-05 19:08:00,ICICI Direct,Tech Mahindra,TECHM,1120.0,Buy,2021-02-08,969.8,2021-07-22,1152.5,Complete
1162,Accumulate Rallis India; target of Rs 321: Prabhudas Lilladher ,2021-02-04 18:53:00,Prabhudas Lilladher,Rallis India,RALLIS,321.0,Accumulate,2021-02-05,271.35,2021-05-11,322.4,Complete
1163,Accumulate Axis Bank; target of Rs 725: Prabhudas Lilladher ,2021-02-04 18:53:00,Prabhudas Lilladher,Axis Bank,AXISBANK,725.0,Accumulate,,,,,Not Attempted
1164,Accumulate Marico; target of Rs 440: Prabhudas Lilladher ,2021-02-04 18:53:00,Prabhudas Lilladher,Marico,MARICO,440.0,Accumulate,2021-02-05,415.35,2021-05-03,454.0,Complete
1165,Accumulate InterGlobe Aviation; target of Rs 1780: Prabhudas Lilladher ,2021-02-04 18:53:00,Prabhudas Lilladher,InterGlobe Aviation,INDIGO,1780.0,Accumulate,2021-02-05,1692.85,2021-03-03,1823.85,Complete
1166,Accumulate Shriram Transport Finance; target of Rs 1386: Prabhudas Lilladher ,2021-02-04 18:53:00,Prabhudas Lilladher,Shriram Transport Finance,SRTRANSFIN,1386.0,Accumulate,,,,,Not Attempted
1167,Accumulate KEC International; target of Rs 402: Prabhudas Lilladher ,2021-02-04 18:52:00,Prabhudas Lilladher,KEC International,KEC,402.0,Accumulate,,,,,Not Attempted
1168,Accumulate Dabur India; target of Rs 550: Prabhudas Lilladher ,2021-02-04 18:52:00,Prabhudas Lilladher,Dabur India,DABUR,550.0,Accumulate,2021-02-05,527.0,2021-04-07,557.5,Complete
1169,Accumulate Manappuram Finance; target of Rs 193: Prabhudas Lilladher ,2021-02-04 18:52:00,Prabhudas Lilladher,Manappuram Finance,MANAPPURAM,193.0,Accumulate,2021-02-05,183.7,2021-07-22,199.9,Complete
1170,Accumulate UPL; target of Rs 601: Prabhudas Lilladher ,2021-02-04 18:52:00,Prabhudas Lilladher,UPL,UPL,601.0,Accumulate,2021-02-05,553.85,2021-03-02,608.8,Complete
1171,Accumulate Steel Authority of India; target of Rs 66: Prabhudas Lilladher ,2021-02-04 18:51:00,Prabhudas Lilladher,Steel Authority of India,SAIL,66.0,Accumulate,2021-02-05,65.0,2021-02-08,68.2,Complete
1172,Accumulate Jubilant FoodWorks; target of Rs 2941: Prabhudas Lilladher ,2021-02-04 18:51:00,Prabhudas Lilladher,Jubilant FoodWorks,JUBLFOOD,2941.0,Accumulate,2021-02-05,2830.0,2021-02-17,2944.5,Complete
1173,Accumulate Cipla; target of Rs 913: Prabhudas Lilladher ,2021-02-04 18:51:00,Prabhudas Lilladher,Cipla,CIPLA,913.0,Accumulate,2021-02-05,839.6,2021-04-12,940.0,Complete
1174,Hold Sun Pharmaceutical Industries; target of Rs 602: Prabhudas Lilladher ,2021-02-04 18:44:00,Prabhudas Lilladher,Sun Pharmaceutical Industries,SUNPHARMA,602.0,Hold,,,,,Not Attempted
1175,Hold Colgate Palmolive; target of Rs 1651: Prabhudas Lilladher ,2021-02-04 18:44:00,Prabhudas Lilladher,Colgate Palmolive,COLPAL,1651.0,Hold,2021-02-05,1626.0,2021-03-08,1659.15,Complete
1176,Hold Cummins India; target of Rs 546: Prabhudas Lilladher ,2021-02-04 18:44:00,Prabhudas Lilladher,Cummins India,CUMMINSIND,546.0,Hold,,,,,Not Attempted
1177,Hold Pidilite Industries; target of Rs 1739: Prabhudas Lilladher ,2021-02-04 18:43:00,Prabhudas Lilladher,Pidilite Industries,PIDILITIND,1739.0,Hold,,,,,Not Attempted
1178,Hold LIC Housing Finance; target of Rs 420: Prabhudas Lilladher ,2021-02-04 18:43:00,Prabhudas Lilladher,LIC Housing Finance,LICHSGFIN,420.0,Hold,,,,,Not Attempted
1179,"Hold Shree Cement; target of Rs 23,400: Prabhudas Lilladher ",2021-02-04 18:42:00,Prabhudas Lilladher,Shree Cement,SHREECEM,23400.0,Hold,,,,,Not Attempted
1180,Hold P.I. Industries; target of Rs 2119: Prabhudas Lilladher ,2021-02-04 18:42:00,Prabhudas Lilladher,P.I. Industries,ARVSMART,2119.0,Hold,,,,,Not Attempted
1181,Buy Sagar cement; target of Rs 900: ICICI Direct ,2021-02-04 17:37:00,ICICI Direct,Sagar cement,SAGCEM,900.0,Buy,2021-02-05,705.0,2021-05-19,910.0,Complete
1182,Buy LIC Housing Finance; target of Rs 520: Motilal Oswal ,2021-02-04 17:37:00,Motilal Oswal,LIC Housing Finance,LICHSGFIN,520.0,Buy,2021-02-05,457.0,2021-06-04,537.95,Complete
1183,Buy Bharat Electronics; target of Rs 150: Motilal Oswal ,2021-02-04 17:37:00,Motilal Oswal,Bharat Electronics,BEL,150.0,Buy,2021-02-05,142.0,2021-03-02,153.55,Complete
1184,Buy Shriram City Union Finance; target of Rs 1400: Motilal Oswal ,2021-02-04 17:37:00,Motilal Oswal,Shriram City Union Finance,SHRIRAMCIT,1400.0,Buy,,,,,Not Attempted
1185,Buy Aegis Logistics; target of Rs 330: Motilal Oswal ,2021-02-04 17:36:00,Motilal Oswal,Aegis Logistics,AEGISCHEM,330.0,Buy,2021-02-05,297.0,2021-03-03,331.65,Complete
1186,Buy Colgate Palmolive; target of Rs 1860: ICICI Direct ,2021-02-04 17:35:00,ICICI Direct,Colgate Palmolive,COLPAL,1860.0,Buy,2021-02-05,1626.0,,,Open
1187,Buy Aarti Industries; target of Rs 1340: ICICI Direct ,2021-02-04 17:24:00,ICICI Direct,Aarti Industries,AARTIIND,1340.0,Buy,2021-02-05,1192.0,2021-03-24,1399.4,Complete
1188,Buy Action Construction Equipment; target of Rs 160: ICICI Direct ,2021-02-04 17:24:00,ICICI Direct,Action Construction Equipment,ACE,160.0,Buy,2021-02-05,155.7,2021-02-05,163.0,Complete
1189,Buy Amber Enterprises India; target of Rs 3025: ICICI Direct ,2021-02-04 17:24:00,ICICI Direct,Amber Enterprises India,AMBER,3025.0,Buy,2021-02-05,2727.0,2021-02-11,3194.7,Complete
1190,Buy Axis Bank; target of Rs 800: ICICI Direct ,2021-02-04 17:24:00,ICICI Direct,Axis Bank,AXISBANK,800.0,Buy,2021-02-05,749.0,2021-09-01,819.0,Complete
1191,Buy Cipla; target of Rs 975: ICICI Direct ,2021-02-04 17:23:00,ICICI Direct,Cipla,CIPLA,975.0,Buy,2021-02-05,839.6,2021-06-09,975.0,Complete
1192,Buy IndusInd Bank; target of Rs 1050: ICICI Direct ,2021-02-04 17:23:00,ICICI Direct,IndusInd Bank,INDUSINDBK,1050.0,Buy,2021-02-05,1045.0,2021-02-05,1085.0,Complete
1193,Buy IDFC First Bank; target of Rs 52: ICICI Direct ,2021-02-04 17:23:00,ICICI Direct,IDFC First Bank,IDFCFIRSTB,52.0,Buy,2021-02-05,49.5,2021-02-09,52.2,Complete
1194,Buy HDFC; target of Rs 3100: ICICI Direct ,2021-02-04 17:23:00,ICICI Direct,HDFC,HDFCLIFE,3100.0,Buy,,,,,Not Attempted
1195,Buy Grindwell Norton; target of Rs 805: ICICI Direct ,2021-02-04 17:22:00,ICICI Direct,Grindwell Norton,GRINDWELL,805.0,Buy,2021-02-05,787.9,2021-02-05,827.9,Complete
1196,Buy Granules India; target of Rs 460: ICICI Direct ,2021-02-04 17:22:00,ICICI Direct,Granules India,GRANULES,460.0,Buy,2021-02-05,350.0,,,Open
1197,Buy Exide Industries; target of Rs 225: ICICI Direct ,2021-02-04 17:22:00,ICICI Direct,Exide Industries,EXIDEIND,225.0,Buy,2021-02-05,205.8,,,Open
1198,Buy Dr Reddy’s Laboratories; target of Rs 5525: ICICI Direct ,2021-02-04 17:22:00,ICICI Direct,Dr Reddy’s Laboratories,DRREDDY,5525.0,Buy,2021-02-05,4685.0,2021-07-01,5580.0,Complete
1199,Buy DB Corp; target of Rs 95: ICICI Direct ,2021-02-04 17:21:00,ICICI Direct,DB Corp,DBSTOCKBRO,95.0,Buy,,,,,Not Attempted
1200,Buy Dabur India; target of Rs 620: ICICI Direct ,2021-02-04 17:21:00,ICICI Direct,Dabur India,DABUR,620.0,Buy,2021-02-05,527.0,2021-08-23,621.95,Complete
1201,Reduce Maruti Suzuki India: target of Rs 7000: ICICI Direct ,2021-02-04 14:18:00,ICICI Direct,Maruti Suzuki India,MARUTI,7000.0,Reduce,2021-02-23,6938.0,2021-02-04,7600.0,Complete
1202,Hold Bank of Baroda: target of Rs 70: ICICI Direct ,2021-02-04 14:17:00,ICICI Direct,Bank of Baroda,BANKBARODA,70.0,Hold,,,,,Not Attempted
1203,Hold DCB Bank: target of Rs 130: ICICI Direct ,2021-02-04 14:16:00,ICICI Direct,DCB Bank,DCBBANK,130.0,Hold,2021-02-04,116.0,,,Open
1204,Hold Indus Towers: target of Rs 245: ICICI Direct ,2021-02-04 14:14:00,ICICI Direct,Indus Towers,INDUSTOWER,245.0,Hold,,,,,Not Attempted
1205,Hold Indian Oil Corporation: target of Rs 105: ICICI Direct ,2021-02-04 14:10:00,ICICI Direct,Indian Oil Corporation,IOC,105.0,Hold,2021-02-04,102.8,2021-03-08,105.0,Complete
1206,Hold Hindustan Unilever: target of Rs 2600: ICICI Direct ,2021-02-04 14:09:00,ICICI Direct,Hindustan Unilever,HINDUNILVR,2600.0,Hold,2021-02-04,2239.0,2021-08-20,2630.0,Complete
1207,Hold Escorts: target of Rs 1500: ICICI Direct ,2021-02-04 14:09:00,ICICI Direct,Escorts,ESCORTS,1500.0,Hold,2021-02-04,1384.0,2021-09-20,1501.5,Complete
1208,Hold EPL: target of Rs 250: ICICI Direct ,2021-02-04 14:09:00,ICICI Direct,EPL,EPL,250.0,Hold,2021-02-04,219.95,2021-05-20,255.0,Complete
1209,Hold Jyothy Laboratories: target of Rs 175: ICICI Direct ,2021-02-04 14:08:00,ICICI Direct,Jyothy Laboratories,JYOTHYLAB,175.0,Hold,2021-02-04,155.9,2021-07-05,183.8,Complete
1210,Hold Mastek: target of Rs 1310: ICICI Direct ,2021-02-04 14:08:00,ICICI Direct,Mastek,MASTEK,1310.0,Hold,2021-02-04,1206.55,2021-03-16,1318.8,Complete
1211,Hold Navin Fluorine: target of Rs 2820: ICICI Direct ,2021-02-04 14:08:00,ICICI Direct,Navin Fluorine,NAVINFLUOR,2820.0,Hold,2021-02-04,2565.0,2021-03-02,2875.0,Complete
1212,Hold Vardhman Textiles: target of Rs 1100: ICICI Direct ,2021-02-04 14:08:00,ICICI Direct,Vardhman Textiles,VTL,1100.0,Hold,2021-02-04,1090.0,2021-02-18,1134.9,Complete
1213,Hold Tata Chemicals: target of Rs 520: ICICI Direct ,2021-02-04 14:07:00,ICICI Direct,Tata Chemicals,TATACHEM,520.0,Hold,2021-02-04,517.6,2021-02-04,535.0,Complete
1214,Buy JSW Energy; target of Rs 84: Motilal Oswal ,2021-02-03 20:53:00,Motilal Oswal,JSW Energy,JSWENERGY,84.0,Buy,2021-02-04,71.65,2021-03-02,88.5,Complete
1215,Buy Exide; target of Rs 233: Motilal Oswal ,2021-02-03 20:53:00,Motilal Oswal,Exide,EXIDEIND,233.0,Buy,2021-02-04,203.45,,,Open
1216,Buy Persistent Systems; target of Rs 1800: Motilal Oswal ,2021-02-03 20:52:00,Motilal Oswal,Persistent Systems,PERSISTENT,1800.0,Buy,2021-02-04,1674.9,2021-02-11,1850.0,Complete
1217,Buy United Spirits; target of Rs 725: Motilal Oswal ,2021-02-03 20:50:00,Motilal Oswal,United Spirits,MCDOWELL-N,725.0,Buy,2021-02-04,583.4,2021-08-18,728.8,Complete
1218,Buy RBL Bank; target of Rs 270: Motilal Oswal ,2021-02-03 20:50:00,Motilal Oswal,RBL Bank,RBLBANK,270.0,Buy,2021-02-04,253.95,,,Open
1219,Buy Granules India; target of Rs 460: Motilal Oswal ,2021-02-03 20:48:00,Motilal Oswal,Granules India,GRANULES,460.0,Buy,2021-02-04,344.0,,,Open
1220,Buy Quess Corp; target of Rs 745: Motilal Oswal ,2021-02-03 20:48:00,Motilal Oswal,Quess Corp,QUESS,745.0,Buy,2021-02-04,615.0,2021-02-08,761.7,Complete
1221,Buy TeamLease; target of Rs 3840: Motilal Oswal ,2021-02-03 20:48:00,Motilal Oswal,TeamLease,TEAMLEASE,3840.0,Buy,2021-02-04,2762.0,2021-04-01,3859.95,Complete
1222,Buy Marico; target of Rs 490: Motilal Oswal ,2021-02-03 20:48:00,Motilal Oswal,Marico,MARICO,490.0,Buy,2021-02-04,415.75,2021-06-02,493.0,Complete
1223,Buy Aditya Birla Fashion; target of Rs 200: Motilal Oswal ,2021-02-03 20:47:00,Motilal Oswal,Aditya Birla Fashion,ABFRL,200.0,Buy,2021-02-04,151.5,2021-03-02,208.7,Complete
1224,Buy KEC; target of Rs 450: Motilal Oswal ,2021-02-03 20:47:00,Motilal Oswal,KEC,KEC,450.0,Buy,2021-02-04,403.25,2021-03-01,455.0,Complete
1225,Buy Manappuram Finance; target of Rs 210: Motilal Oswal ,2021-02-03 20:47:00,Motilal Oswal,Manappuram Finance,MANAPPURAM,210.0,Buy,2021-02-04,172.85,2021-07-27,211.4,Complete
1226,Buy Laurus Labs; target of Rs 470: Motilal Oswal ,2021-02-03 20:47:00,Motilal Oswal,Laurus Labs,LAURUSLABS,470.0,Buy,2021-02-04,342.95,2021-04-26,477.2,Complete
1227,Buy Lupin; target of Rs 1180: Motilal Oswal ,2021-02-03 20:47:00,Motilal Oswal,Lupin,LUPIN,1180.0,Buy,2021-02-04,1040.5,2021-05-05,1209.0,Complete
1228,Buy Sun Pharma; target of Rs 740: Motilal Oswal ,2021-02-03 20:46:00,Motilal Oswal,Sun Pharma,SUNPHARMA,740.0,Buy,2021-02-04,632.5,2021-07-30,783.75,Complete
1229,Buy Colgate; target of Rs 1810: Motilal Oswal ,2021-02-03 20:46:00,Motilal Oswal,Colgate,COLPAL,1810.0,Buy,2021-02-04,1606.1,2021-07-23,1811.9,Complete
1230,Buy ICICI Bank; target of Rs 700: Motilal Oswal ,2021-02-03 17:27:00,Motilal Oswal,ICICI Bank,ICICIBANK,700.0,Buy,2021-02-04,618.8,2021-08-04,717.4,Complete
1231,Buy IndusInd Bank; target of Rs 1200: Motilal Oswal ,2021-02-03 17:27:00,Motilal Oswal,IndusInd Bank,INDUSINDBK,1200.0,Buy,2021-02-04,1034.9,2021-10-14,1215.0,Complete
1232,Buy AU Small Finance Bank; target of Rs 1050: Motilal Oswal ,2021-02-03 17:26:00,Motilal Oswal,AU Small Finance Bank,AUBANK,1050.0,Buy,2021-02-04,968.95,2021-02-09,1081.0,Complete
1233,Buy Maruti Suzuki; target of Rs 9000: Motilal Oswal ,2021-02-03 17:26:00,Motilal Oswal,Maruti Suzuki,MARUTI,9000.0,Buy,2021-02-04,7600.0,2022-02-10,9050.0,Complete
1234,Buy MAX Financial Services; target of Rs 830: Motilal Oswal ,2021-02-03 17:26:00,Motilal Oswal,MAX Financial Services,MFSL,830.0,Buy,2021-02-04,701.0,2021-02-11,831.65,Complete
1235,Buy JSW Steel; target of Rs 435: Motilal Oswal ,2021-02-03 17:26:00,Motilal Oswal,JSW Steel,JSWSTEEL,435.0,Buy,2021-02-04,392.9,2021-03-03,435.0,Complete
1236,Buy SRF; target of Rs 315: Motilal Oswal ,2021-02-03 17:25:00,Motilal Oswal,SRF,SRF,315.0,Buy,,,,,Not Attempted
1237,Buy UltraTech Cement; target of Rs 6650: Motilal Oswal ,2021-02-03 17:25:00,Motilal Oswal,UltraTech Cement,ULTRACEMCO,6650.0,Buy,2021-02-04,6093.0,2021-03-04,6830.0,Complete
1238,Buy Shriram Transport Finance; target of Rs 1575: Motilal Oswal ,2021-02-03 17:24:00,Motilal Oswal,Shriram Transport Finance,SRTRANSFIN,1575.0,Buy,2021-02-04,1450.2,2021-10-26,1588.0,Complete
1239,Buy Dabur; target of Rs 640: Motilal Oswal ,2021-02-03 17:23:00,Motilal Oswal,Dabur,DABUR,640.0,Buy,2021-02-04,524.75,2021-09-02,643.9,Complete
1240,Buy TATA Motors; target of Rs 350: Motilal Oswal ,2021-02-03 17:21:00,Motilal Oswal,TATA Motors,TATAMTRDVR,350.0,Buy,,,,,Not Attempted
1241,Buy IndiaMART; target of Rs 9000: Motilal Oswal ,2021-02-03 17:21:00,Motilal Oswal,IndiaMART,INDIAMART,9000.0,Buy,2021-02-04,8330.25,2021-02-04,9400.0,Complete
1242,Buy HDFC Bank; target of Rs 1720: Motilal Oswal ,2021-02-03 17:21:00,Motilal Oswal,HDFC Bank,HDFCBANK,1720.0,Buy,2021-02-04,1566.0,2021-10-18,1725.0,Complete
1243,Buy HCL Technologies; target of Rs 1300: Motilal Oswal ,2021-02-03 17:20:00,Motilal Oswal,HCL Technologies,HCLTECH,1300.0,Buy,2021-02-04,964.7,2021-09-21,1315.0,Complete
1244,Buy SAIL; target of Rs 81: Motilal Oswal ,2021-02-03 17:20:00,Motilal Oswal,SAIL,SAIL,81.0,Buy,2021-02-04,63.4,2021-03-02,81.5,Complete
1245,Buy Orient Cement; target of Rs 117: HDFC Securities ,2021-02-03 17:06:00,HDFC Securities,Orient Cement,ORIENTCEM,117.0,Buy,2021-02-04,92.2,2021-05-04,119.0,Complete
1246,Accumulate IndusInd Bank; target of Rs 940: Dolat Capital Market ,2021-02-03 17:05:00,Dolat Capital Market,IndusInd Bank,INDUSINDBK,940.0,Accumulate,,,,,Not Attempted
1247,Accumulate Persistent Systems; target of Rs 1530: Dolat Capital Market ,2021-02-03 17:04:00,Dolat Capital Market,Persistent Systems,PERSISTENT,1530.0,Accumulate,,,,,Not Attempted
1248,Reduce Escorts; target of Rs 1368: Dolat Capital Market ,2021-02-03 16:49:00,Dolat Capital Market,Escorts,ESCORTS,1368.0,Reduce,2021-02-17,1364.2,2021-02-04,1384.0,Complete
1249,Reduce Bank of Baroda; target of Rs 70: Dolat Capital Market ,2021-02-03 16:49:00,Dolat Capital Market,Bank of Baroda,BANKBARODA,70.0,Reduce,2021-03-19,69.55,2021-02-04,77.1,Complete
1250,Reduce Blue Star; target of Rs 730: Dolat Capital Market ,2021-02-03 16:49:00,Dolat Capital Market,Blue Star,BLUESTARCO,730.0,Reduce,,,2021-02-04,801.6,Open
1251,Reduce Dabur India; target of Rs 540: Dolat Capital Market ,2021-02-03 16:48:00,Dolat Capital Market,Dabur India,DABUR,540.0,Reduce,,,,,Not Attempted
1252,Accumulate Exide Industries; target of Rs 222: Dolat Capital Market ,2021-02-03 16:48:00,Dolat Capital Market,Exide Industries,EXIDEIND,222.0,Accumulate,2021-02-04,203.45,,,Open
1253,Accumulate UPL; target of Rs 609: Dolat Capital Market ,2021-02-03 16:48:00,Dolat Capital Market,UPL,UPL,609.0,Accumulate,2021-02-04,558.7,2021-03-03,616.85,Complete
1254,"Accumulate Dixon Technologies; target of Rs 17,500: Dolat Capital Market ",2021-02-03 16:48:00,Dolat Capital Market,Dixon Technologies,DIXON,17500.0,Accumulate,2021-02-04,15888.0,2021-02-09,18250.0,Complete
1255,Accumulate Subros; target of Rs 370: Dolat Capital Market ,2021-02-03 16:47:00,Dolat Capital Market,Subros,SUBROS,370.0,Accumulate,2021-02-04,339.0,2021-10-08,372.0,Complete
1256,Accumulate Relaxo Footwear; target of Rs 888: Dolat Capital Market ,2021-02-03 16:47:00,Dolat Capital Market,Relaxo Footwear,RELAXO,888.0,Accumulate,2021-02-04,843.0,2021-02-05,893.75,Complete
1257,Accumulate Pidilite Industries; target of Rs 1868: Dolat Capital Market ,2021-02-03 16:47:00,Dolat Capital Market,Pidilite Industries,PIDILITIND,1868.0,Accumulate,2021-02-04,1748.05,2021-04-06,1888.55,Complete
1258,Accumulate Orient Electric; target of Rs 290: Dolat Capital Market ,2021-02-03 16:47:00,Dolat Capital Market,Orient Electric,ORIENTELEC,290.0,Accumulate,2021-02-04,275.9,2021-02-04,296.6,Complete
1259,Accumulate Indus Towers; target of Rs 268: Dolat Capital Market ,2021-02-03 16:46:00,Dolat Capital Market,Indus Towers,INDUSTOWER,268.0,Accumulate,2021-02-04,250.5,2021-02-22,270.8,Complete
1260,"Accumulate Shree Cement; target of Rs 26,947: Dolat Capital Market ",2021-02-03 16:46:00,Dolat Capital Market,Shree Cement,SHREECEM,26947.0,Accumulate,2021-02-04,25990.0,2021-02-04,27329.25,Complete
1261,Accumulate Tech Mahindra; target of Rs 1020: Dolat Capital Market ,2021-02-03 16:46:00,Dolat Capital Market,Tech Mahindra,TECHM,1020.0,Accumulate,2021-02-04,987.95,2021-03-12,1024.6,Complete
1262,Accumulate Atul; target of Rs 7028: Dolat Capital Market ,2021-02-03 16:46:00,Dolat Capital Market,Atul,ATULAUTO,7028.0,Accumulate,,,,,Not Attempted
1263,Accumulate United Breweries; target of Rs 1476: Dolat Capital Market ,2021-02-03 16:45:00,Dolat Capital Market,United Breweries,UBL,1476.0,Accumulate,2021-02-04,1292.8,2021-06-23,1498.95,Complete
1264,Buy Shriram Transport Finance Company; target of Rs 1455: Emkay Global Financial ,2021-02-02 15:37:00,Emkay Global Financial,Shriram Transport Finance Company,SRTRANSFIN,1455.0,Buy,2021-02-03,1371.0,2021-02-03,1476.15,Complete
1265,Buy Bank of Baroda; target of Rs 85: Emkay Global Financial ,2021-02-02 15:37:00,Emkay Global Financial,Bank of Baroda,BANKBARODA,85.0,Buy,2021-02-03,75.4,2021-02-05,89.0,Complete
1266,Buy Axis Bank; target of Rs 850: Emkay Global Financial ,2021-02-02 15:36:00,Emkay Global Financial,Axis Bank,AXISBANK,850.0,Buy,2021-02-03,720.0,2021-10-25,866.9,Complete
1267,Buy Polycab India; target of Rs 1425: Emkay Global Financial ,2021-02-02 15:36:00,Emkay Global Financial,Polycab India,POLYCAB,1425.0,Buy,2021-02-03,1275.0,2021-03-26,1444.4,Complete
1268,Buy Crompton Greaves CE; target of Rs 490: Emkay Global Financial ,2021-02-02 15:36:00,Emkay Global Financial,Crompton Greaves CE,APCL,490.0,Buy,2021-02-03,224.05,2021-07-19,511.0,Complete
1269,Buy JSW Steel; target of Rs 432: Emkay Global Financial ,2021-02-02 15:35:00,Emkay Global Financial,JSW Steel,JSWSTEEL,432.0,Buy,2021-02-03,386.2,2021-03-03,435.0,Complete
1270,Buy Oberoi Realty; target of Rs 647: Emkay Global Financial ,2021-02-02 15:35:00,Emkay Global Financial,Oberoi Realty,OBEROIRLTY,647.0,Buy,2021-02-03,546.95,2021-06-03,668.7,Complete
1271,Buy V‐Mart Retail; target of Rs 2400: YES Securities ,2021-02-02 15:35:00,YES Securities,V‐Mart Retail,VMART,2400.0,Buy,,,,,Not Attempted
1272,Buy Kotak Mahindra Bank; target of Rs 2005: YES Securities ,2021-02-02 15:35:00,YES Securities,Kotak Mahindra Bank,KOTAKBANK,2005.0,Buy,2021-02-03,1870.0,2021-02-08,2030.0,Complete
1273,Buy Larsen and Toubro; target of Rs 1584: YES Securities ,2021-02-02 15:34:00,YES Securities,Larsen and Toubro,LT,1584.0,Buy,2021-02-03,1530.0,2021-07-15,1625.0,Complete
1274,Buy Cipla; target of Rs 1020: HDFC Securities ,2021-02-02 14:33:00,HDFC Securities,Cipla,CIPLA,1020.0,Buy,2021-02-02,807.0,2022-03-11,1053.75,Complete
1275,Buy Aarti Industries; target of Rs 1400: HDFC Securities ,2021-02-02 12:39:00,HDFC Securities,Aarti Industries,AARTIIND,1400.0,Buy,2021-02-02,1175.1,2021-04-07,1419.6,Complete
1276,Buy Maruti Suzuki; target of Rs 9000: HDFC Securities ,2021-02-02 12:38:00,HDFC Securities,Maruti Suzuki,MARUTI,9000.0,Buy,2021-02-02,7534.9,2022-02-10,9050.0,Complete
1277,Buy Teamlease Services; target of Rs 3170: HDFC Securities ,2021-02-02 12:38:00,HDFC Securities,Teamlease Services,TEAMLEASE,3170.0,Buy,2021-02-02,2797.95,2021-02-04,3199.0,Complete
1278,Buy Crompton Consumer; target of Rs 460: HDFC Securities ,2021-02-02 12:38:00,HDFC Securities,Crompton Consumer,BAJAJCON,460.0,Buy,2021-02-02,218.0,,,Open
1279,Accumulate HDFC Bank; target of Rs 1671: KR Choksey ,2021-02-02 12:38:00,KR Choksey,HDFC Bank,HDFCBANK,1671.0,Accumulate,2021-02-02,1501.0,2021-10-14,1690.0,Complete
1280,Buy ICICI Securities; target of Rs 578: KR Choksey ,2021-02-02 12:37:00,KR Choksey,ICICI Securities,ISEC,578.0,Buy,2021-02-02,412.0,2021-05-20,583.0,Complete
1281,Accumulate Infosys; target of Rs 1899: Prabhudas Lilladher ,2022-04-14 13:42:00,Prabhudas Lilladher,Infosys,INFY,1899.0,Accumulate,,,,,Not Attempted
1282,Buy CreditAccess Grameen; target of Rs 843; KR Choksey ,2021-02-02 12:37:00,Motilal Oswal,CreditAccess Grameen target of Rs 843,CREDITACC,574.0,Buy,,,,,Not Attempted
1283,Buy Bajaj Finance; target of Rs 6000: Sharekhan ,2021-02-01 18:41:00,Sharekhan,Bajaj Finance,BAJAJFINSV,6000.0,Buy,,,,,Not Attempted
1284,Buy Larsen and Toubro Infotech; target of Rs 4800: Sharekhan ,2021-02-01 18:41:00,Sharekhan,Larsen and Toubro Infotech,LT,4800.0,Buy,,,,,Not Attempted
1285,Buy Larsen and Toubro Technology Services; target of Rs 3100: Sharekhan ,2021-02-01 18:40:00,Sharekhan,Larsen and Toubro Technology Services,SANDHAR,3100.0,Buy,,,,,Not Attempted
1286,Buy Federal Bank; target of Rs 95: Sharekhan ,2021-02-01 18:39:00,Sharekhan,Federal Bank,FEDERALBNK,95.0,Buy,2021-02-02,77.85,2021-10-14,95.5,Complete
